,EH_ID,dpi,labels,batch,experiment,relative_weight,OPG,primary_infection,challenge_infection,mouse_strain,delta,IFNy_CEWE,Eim_MC,infection_history,EXP_type,IFNy_MES,Position,CD4,Treg,Div_Treg,Treg17,Th1,Div_Th1,Th17,Div_Th17,CD8,Act_CD8,Div_Act_CD8,IFNy_CD4,IFNy_CD8
18,LM_0332,8,P3bTBI,b,P3,98.635477582846,0,Eflab,E88,SWISS,-5.12,224.33938439495,pos,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,LM_0333,8,P3aATV,a,P3,92.9791271347249,188953.488372093,Eflab,E64,SWISS,NA,NA,NA,Eflab:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,LM_0333,8,P3bBTL,b,P3,91.4,NA,Eflab,E64,SWISS,-4.27,NA,pos,Eflab:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,LM_0334,8,P3aURW,a,P3,87.9684418145957,126315.789473684,Eflab,UNI,SWISS,NA,NA,NA,Eflab:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,LM_0334,8,P3bRLW,b,P3,95.3488372093024,0,Eflab,UNI,SWISS,-4.94,47.4564142166688,neg,Eflab:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,LM_0335,8,P3aUAS,a,P3,91.2955465587045,179324.894514768,E88,UNI,SWISS,NA,NA,NA,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,LM_0335,8,P3bIIT,b,P3,97.0212765957447,0,E88,UNI,SWISS,-5.57,23.6249410096919,neg,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,LM_0336,8,P3aUXG,a,P3,92.2928709055877,249090.909090909,E88,E64,SWISS,NA,NA,NA,E88:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,LM_0336,8,P3bXFQ,b,P3,86.8068833652008,NA,E88,E64,SWISS,-4.02,NA,pos,E88:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,LM_0337,8,P3aTQK,a,P3,94.6308724832215,603260.869565217,E88,UNI,SWISS,NA,NA,NA,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,LM_0337,8,P3bKMJ,b,P3,96.2138084632517,3496.5034965035,E88,UNI,SWISS,-7.09,33.1153542171992,pos,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,LM_0338,8,P3aTBA,a,P3,95.1267056530214,NA,E64,E88,SWISS,NA,NA,NA,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,LM_0338,8,P3bFWG,b,P3,96.2151394422311,106666.666666667,E64,E88,SWISS,-1.65,380.523992986736,pos,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,LM_0339,8,P3aRZE,a,P3,95.3629032258064,NA,E64,E64,SWISS,NA,NA,NA,E64:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,LM_0339,8,P3bJUN,b,P3,90.1030927835052,NA,E64,E64,SWISS,-8.94,NA,pos,E64:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,LM_0340,8,P3aHYV,a,P3,93.0275229357798,NA,E64,UNI,SWISS,NA,NA,NA,E64:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,LM_0340,8,P3bFLD,b,P3,92.7238805970149,0,E64,UNI,SWISS,-10.49,50.9646675101204,neg,E64:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,LM_0341,8,P3aDYV,a,P3,86.9712351945854,NA,E139,E88,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,LM_0341,8,P3bNQG,b,P3,90.3614457831325,25316.4556962025,E139,E88,SWISS,-1.78,300.31142053042,pos,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LM_0342,8,P3aCXB,a,P3,92.280701754386,NA,E139,E64,SWISS,NA,NA,NA,E139:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,LM_0342,8,P3bEVY,b,P3,85.2517985611511,NA,E139,E64,SWISS,-6.11,NA,pos,E139:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,LM_0343,8,P3aFUN,a,P3,84.2809364548495,NA,E139,UNI,SWISS,NA,NA,NA,E139:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,LM_0343,8,P3bBQA,b,P3,93.6283185840708,0,E139,UNI,SWISS,-8.44,19.2799309525011,neg,E139:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,LM_0344,8,P3aQEO,a,P3,97.2762645914397,0,UNI,E88,SWISS,NA,NA,NA,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,LM_0344,8,P3bWYF,b,P3,NA,NA,UNI,E88,SWISS,-8.06,NA,pos,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,LM_0345,8,P3aPEE,a,P3,94.8929159802306,0,UNI,E64,SWISS,NA,NA,NA,UNI:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,LM_0345,8,P3bIHD,b,P3,89.1891891891892,NA,UNI,E64,SWISS,-4.38,NA,pos,UNI:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,LM_0346,8,P3aDXD,a,P3,97.2170686456401,0,UNI,UNI,SWISS,NA,NA,NA,UNI:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,LM_0346,8,P3bVJA,b,P3,92.8571428571429,0,UNI,UNI,SWISS,-8.74,14.9964342922672,pos,UNI:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,LM_0347,8,P3aYMT,a,P3,89.0909090909091,187242.798353909,E88,E88,SWISS,NA,NA,NA,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,LM_0347,8,P3bFMI,b,P3,87.4095513748191,5660.37735849057,E88,E88,SWISS,-8.73,43.5591598840579,pos,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,LM_0348,8,P4aGCN,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,LM_0348,8,P4bBZP,b,P4,NA,NA,NA,E88,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,LM_0349,8,P4aHEA,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,LM_0349,8,P4bHVW,b,P4,NA,NA,NA,E88,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LM_0350,8,P4aGUJ,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,LM_0350,8,P4bXUZ,b,P4,NA,NA,NA,E64,SWISS,NA,NA,NA,E139:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,LM_0351,8,P4aKXK,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,LM_0351,8,P4bJQG,b,P4,NA,NA,NA,UNI,SWISS,NA,NA,NA,E139:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,LM_0352,8,P4aFDT,a,P4,99.1133004926108,55555.5555555556,E64,NA,SWISS,NA,NA,NA,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,LM_0352,8,P4bRXD,b,P4,92.4264007597341,357707.509881423,NA,E88,SWISS,3.95306666666666,566.870157402793,pos,E64:E88,CLS,536.176207632468,Spleen,13.2,19.1,22.5,1.81,10.6,37.2,1.35,37,6.11,29.5,17,8.74,51
486,LM_0352,8,P4bRXD,b,P4,92.4264007597341,357707.509881423,NA,E88,SWISS,3.95306666666666,566.870157402793,pos,E64:E88,CLS,536.176207632468,mLN,14.6,14,26.7,7.63,8.13,60.6,3.7,62.1,6.58,11.4,24.4,5.82,38.3
487,LM_0352,8,P4bRXD,b,P4,92.4264007597341,357707.509881423,NA,E88,SWISS,3.95306666666666,566.870157402793,pos,E64:E88,CLS,536.176207632468,Spleen,13.2,19.1,22.5,1.81,10.6,37.2,1.35,37,6.11,29.5,17,8.74,51
488,LM_0352,8,P4bRXD,b,P4,92.4264007597341,357707.509881423,NA,E88,SWISS,3.95306666666666,566.870157402793,pos,E64:E88,CLS,536.176207632468,mLN,14.6,14,26.7,7.63,8.13,60.6,3.7,62.1,6.58,11.4,24.4,5.82,38.3
508,LM_0353,8,P4aCNF,a,P4,87.4279379157428,67708.3333333333,E64,NA,SWISS,NA,NA,NA,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,LM_0353,8,P4bIFU,b,P4,92.3392612859097,717616.580310881,NA,E88,SWISS,3.20803333333334,459.582673472966,pos,E64:E88,CLS,550.746923994069,mLN,17.9,11.8,34.5,11.5,13.1,63.5,3.16,64.2,9.98,16.2,22.8,8.4,37.7
510,LM_0353,8,P4bIFU,b,P4,92.3392612859097,717616.580310881,NA,E88,SWISS,3.20803333333334,459.582673472966,pos,E64:E88,CLS,550.746923994069,Spleen,12.3,15.9,31,2.47,17.5,47.5,1.79,33,5.02,27,17.3,15.6,34.9
511,LM_0353,8,P4bIFU,b,P4,92.3392612859097,717616.580310881,NA,E88,SWISS,3.20803333333334,459.582673472966,pos,E64:E88,CLS,550.746923994069,mLN,17.9,11.8,34.5,11.5,13.1,63.5,3.16,64.2,9.98,16.2,22.8,8.4,37.7
512,LM_0353,8,P4bIFU,b,P4,92.3392612859097,717616.580310881,NA,E88,SWISS,3.20803333333334,459.582673472966,pos,E64:E88,CLS,550.746923994069,Spleen,12.3,15.9,31,2.47,17.5,47.5,1.79,33,5.02,27,17.3,15.6,34.9
532,LM_0354,8,P4aFGV,a,P4,93.7777777777778,16778.5234899329,E64,NA,SWISS,NA,NA,NA,E64:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,LM_0354,8,P4bMOP,b,P4,97.2148859543818,0,NA,E64,SWISS,-7.57086666666667,256.089697167021,neg,E64:E64,CLS,1724.6254375087,mLN,27.2,11.5,25.6,9.05,4.78,54.9,2.17,42.7,8.93,12.4,30.6,2.85,23.7
534,LM_0354,8,P4bMOP,b,P4,97.2148859543818,0,NA,E64,SWISS,-7.57086666666667,256.089697167021,neg,E64:E64,CLS,1724.6254375087,Spleen,14,16.1,27.9,3.36,20.8,43.9,1.93,42,5.89,27.3,23.7,13.5,41.6
535,LM_0354,8,P4bMOP,b,P4,97.2148859543818,0,NA,E64,SWISS,-7.57086666666667,256.089697167021,neg,E64:E64,CLS,1724.6254375087,mLN,27.2,11.5,25.6,9.05,4.78,54.9,2.17,42.7,8.93,12.4,30.6,2.85,23.7
536,LM_0354,8,P4bMOP,b,P4,97.2148859543818,0,NA,E64,SWISS,-7.57086666666667,256.089697167021,neg,E64:E64,CLS,1724.6254375087,Spleen,14,16.1,27.9,3.36,20.8,43.9,1.93,42,5.89,27.3,23.7,13.5,41.6
556,LM_0355,8,P4aLWB,a,P4,99.8861047835991,50847.4576271186,E64,NA,SWISS,NA,NA,NA,E64:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,LM_0355,8,P4bKJY,b,P4,105.496183206107,0,NA,UNI,SWISS,-5.20748333333334,275.954929080042,neg,E64:UNI,CLS,825.920504970049,mLN,52.6,14.4,8.07,3.23,4.83,15.8,1.53,13.3,15.4,13.7,6.07,3.05,21.5
558,LM_0355,8,P4bKJY,b,P4,105.496183206107,0,NA,UNI,SWISS,-5.20748333333334,275.954929080042,neg,E64:UNI,CLS,825.920504970049,Spleen,13.7,15.6,20.2,2.13,15.1,14.7,1.38,12.4,4.29,25.2,4.35,12.9,31
559,LM_0355,8,P4bKJY,b,P4,105.496183206107,0,NA,UNI,SWISS,-5.20748333333334,275.954929080042,neg,E64:UNI,CLS,825.920504970049,mLN,52.6,14.4,8.07,3.23,4.83,15.8,1.53,13.3,15.4,13.7,6.07,3.05,21.5
560,LM_0355,8,P4bKJY,b,P4,105.496183206107,0,NA,UNI,SWISS,-5.20748333333334,275.954929080042,neg,E64:UNI,CLS,825.920504970049,Spleen,13.7,15.6,20.2,2.13,15.1,14.7,1.38,12.4,4.29,25.2,4.35,12.9,31
580,LM_0356,8,P4aYSI,a,P4,89.5085995085995,4138888.88888889,E88,NA,SWISS,NA,NA,NA,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,LM_0356,8,P4bQSH,b,P4,96.5197796695043,0,NA,E88,SWISS,-7.3878,238.721489574293,pos,E88:E88,CLS,1516.52782888452,Spleen,16.3,20.5,21.4,2.74,18,47.7,2.44,48.8,4.88,43,25.1,13.5,54.9
582,LM_0356,8,P4bQSH,b,P4,96.5197796695043,0,NA,E88,SWISS,-7.3878,238.721489574293,pos,E88:E88,CLS,1516.52782888452,mLN,28.4,15.2,24.9,8.36,11.6,54.6,3.03,43.8,7.77,19.5,26.5,9.34,36.9
583,LM_0356,8,P4bQSH,b,P4,96.5197796695043,0,NA,E88,SWISS,-7.3878,238.721489574293,pos,E88:E88,CLS,1516.52782888452,Spleen,16.3,20.5,21.4,2.74,18,47.7,2.44,48.8,4.88,43,25.1,13.5,54.9
584,LM_0356,8,P4bQSH,b,P4,96.5197796695043,0,NA,E88,SWISS,-7.3878,238.721489574293,pos,E88:E88,CLS,1516.52782888452,mLN,28.4,15.2,24.9,8.36,11.6,54.6,3.03,43.8,7.77,19.5,26.5,9.34,36.9
604,LM_0357,8,P4aBWK,a,P4,83.5046728971963,1401515.15151515,E88,NA,SWISS,NA,NA,NA,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,LM_0357,8,P4bXUM,b,P4,89.0318054256314,0,NA,E88,SWISS,-4.1202,179.401561539756,pos,E88:E88,CLS,1405.10783908261,mLN,20.3,11.1,30.6,12.1,6.87,63.1,3.79,65.8,5.87,12.8,16.6,3.91,28.9
606,LM_0357,8,P4bXUM,b,P4,89.0318054256314,0,NA,E88,SWISS,-4.1202,179.401561539756,pos,E88:E88,CLS,1405.10783908261,Spleen,17.9,15.9,29.4,3.73,11.8,46.9,2.96,58.9,4.59,31.6,16.7,9.28,38.1
607,LM_0357,8,P4bXUM,b,P4,89.0318054256314,0,NA,E88,SWISS,-4.1202,179.401561539756,pos,E88:E88,CLS,1405.10783908261,mLN,20.3,11.1,30.6,12.1,6.87,63.1,3.79,65.8,5.87,12.8,16.6,3.91,28.9
608,LM_0357,8,P4bXUM,b,P4,89.0318054256314,0,NA,E88,SWISS,-4.1202,179.401561539756,pos,E88:E88,CLS,1405.10783908261,Spleen,17.9,15.9,29.4,3.73,11.8,46.9,2.96,58.9,4.59,31.6,16.7,9.28,38.1
628,LM_0358,8,P4aIVI,a,P4,80.2020202020202,220000,E88,NA,SWISS,NA,NA,NA,E88:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,LM_0358,8,P4bGAB,b,P4,92.7749360613811,6507.59219088937,NA,E64,SWISS,-5.42953333333333,79.8828764448402,pos,E88:E64,CLS,976.907992035273,mLN,25.4,12,23.2,9.41,9.08,49.7,2.06,52.4,6.14,20.5,22.5,9.13,50.1
630,LM_0358,8,P4bGAB,b,P4,92.7749360613811,6507.59219088937,NA,E64,SWISS,-5.42953333333333,79.8828764448402,pos,E88:E64,CLS,976.907992035273,Spleen,18.3,20.2,23.1,3.91,28.1,48.4,3.62,59.4,4.4,54.1,21.4,28.2,67.1
631,LM_0358,8,P4bGAB,b,P4,92.7749360613811,6507.59219088937,NA,E64,SWISS,-5.42953333333333,79.8828764448402,pos,E88:E64,CLS,976.907992035273,mLN,25.4,12,23.2,9.41,9.08,49.7,2.06,52.4,6.14,20.5,22.5,9.13,50.1
632,LM_0358,8,P4bGAB,b,P4,92.7749360613811,6507.59219088937,NA,E64,SWISS,-5.42953333333333,79.8828764448402,pos,E88:E64,CLS,976.907992035273,Spleen,18.3,20.2,23.1,3.91,28.1,48.4,3.62,59.4,4.4,54.1,21.4,28.2,67.1
652,LM_0359,8,P4aFXB,a,P4,87.2162740899358,622362.869198312,E88,NA,SWISS,NA,NA,NA,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,LM_0359,8,P4bYNV,b,P4,97.7920227920228,0,NA,UNI,SWISS,-8.60266666666667,271.95186278651,neg,E88:UNI,CLS,67.4228954674777,mLN,31.5,17.5,13.6,17.5,5.73,19.4,2.35,12.4,14.7,3.37,11.8,6.59,7.21
654,LM_0359,8,P4bYNV,b,P4,97.7920227920228,0,NA,UNI,SWISS,-8.60266666666667,271.95186278651,neg,E88:UNI,CLS,67.4228954674777,Spleen,18.2,16,20.2,4.45,14.3,13.8,1.53,9.69,9.24,13.4,7.65,15.6,18.2
655,LM_0359,8,P4bYNV,b,P4,97.7920227920228,0,NA,UNI,SWISS,-8.60266666666667,271.95186278651,neg,E88:UNI,CLS,67.4228954674777,mLN,31.5,17.5,13.6,17.5,5.73,19.4,2.35,12.4,14.7,3.37,11.8,6.59,7.21
656,LM_0359,8,P4bYNV,b,P4,97.7920227920228,0,NA,UNI,SWISS,-8.60266666666667,271.95186278651,neg,E88:UNI,CLS,67.4228954674777,Spleen,18.2,16,20.2,4.45,14.3,13.8,1.53,9.69,9.24,13.4,7.65,15.6,18.2
676,LM_0360,8,P4aIQD,a,P4,NA,NA,Eflab,NA,SWISS,NA,NA,NA,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,LM_0360,8,P4bVPL,b,P4,NA,NA,NA,E88,SWISS,NA,NA,NA,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,LM_0361,8,P4aBFV,a,P4,81.8004338394794,1676991.15044248,Eflab,NA,SWISS,NA,NA,NA,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,LM_0361,8,P4bRLM,b,P4,87.0099744838785,5769.23076923077,NA,E88,SWISS,-4.80946666666667,243.699389206344,pos,Eflab:E88,CLS,1530.7263620328,Spleen,15.8,21.5,21.9,3.68,19.5,46.4,1.9,53.6,7.31,21,22.1,17.3,31.3
699,LM_0361,8,P4bRLM,b,P4,87.0099744838785,5769.23076923077,NA,E88,SWISS,-4.80946666666667,243.699389206344,pos,Eflab:E88,CLS,1530.7263620328,mLN,14.7,18.9,30,20,12.4,58.7,3.03,58,7.3,10.2,23.5,9.7,21.5
700,LM_0361,8,P4bRLM,b,P4,87.0099744838785,5769.23076923077,NA,E88,SWISS,-4.80946666666667,243.699389206344,pos,Eflab:E88,CLS,1530.7263620328,Spleen,15.8,21.5,21.9,3.68,19.5,46.4,1.9,53.6,7.31,21,22.1,17.3,31.3
701,LM_0361,8,P4bRLM,b,P4,87.0099744838785,5769.23076923077,NA,E88,SWISS,-4.80946666666667,243.699389206344,pos,Eflab:E88,CLS,1530.7263620328,mLN,14.7,18.9,30,20,12.4,58.7,3.03,58,7.3,10.2,23.5,9.7,21.5
722,LM_0362,8,P4aDTP,a,P4,77.573385518591,1353658.53658537,Eflab,NA,SWISS,NA,NA,NA,Eflab:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,LM_0362,8,P4bDAR,b,P4,NA,NA,NA,E64,SWISS,NA,NA,NA,Eflab:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,LM_0363,8,P4aCPI,a,P4,84.8608137044968,1872262.77372263,Eflab,NA,SWISS,NA,NA,NA,Eflab:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,LM_0363,8,P4bPQS,b,P4,96.3813500347947,0,NA,UNI,SWISS,-8.59073333333333,189.494373803639,neg,Eflab:UNI,CLS,1993.57437850383,mLN,37.7,7.47,21.6,10.5,2.7,27.5,1.51,54.3,10.5,7.52,7.41,2.72,20.3
745,LM_0363,8,P4bPQS,b,P4,96.3813500347947,0,NA,UNI,SWISS,-8.59073333333333,189.494373803639,neg,Eflab:UNI,CLS,1993.57437850383,Spleen,22.9,9.73,26.1,4.33,10.6,16.2,1.52,33.6,5.26,15.7,10.2,10.2,28.5
746,LM_0363,8,P4bPQS,b,P4,96.3813500347947,0,NA,UNI,SWISS,-8.59073333333333,189.494373803639,neg,Eflab:UNI,CLS,1993.57437850383,mLN,37.7,7.47,21.6,10.5,2.7,27.5,1.51,54.3,10.5,7.52,7.41,2.72,20.3
747,LM_0363,8,P4bPQS,b,P4,96.3813500347947,0,NA,UNI,SWISS,-8.59073333333333,189.494373803639,neg,Eflab:UNI,CLS,1993.57437850383,Spleen,22.9,9.73,26.1,4.33,10.6,16.2,1.52,33.6,5.26,15.7,10.2,10.2,28.5
767,LM_0364,8,P4aNOU,a,P4,105.865384615385,0,UNI,NA,SWISS,NA,NA,NA,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,LM_0364,8,P4bSMQ,b,P4,81.9094404100812,532467.532467532,NA,E88,SWISS,4.01653333333333,493.723185018014,pos,UNI:E88,CLS,451.765267932286,mLN,25.3,7.83,41.2,8.04,6.85,83.7,1.19,73.9,7.56,26.5,42.5,3.11,22
769,LM_0364,8,P4bSMQ,b,P4,81.9094404100812,532467.532467532,NA,E88,SWISS,4.01653333333333,493.723185018014,pos,UNI:E88,CLS,451.765267932286,Spleen,15.3,14.7,28.1,1.92,13.6,50.6,1.01,39.2,4.06,15.4,37.6,9.08,20.2
770,LM_0364,8,P4bSMQ,b,P4,81.9094404100812,532467.532467532,NA,E88,SWISS,4.01653333333333,493.723185018014,pos,UNI:E88,CLS,451.765267932286,mLN,25.3,7.83,41.2,8.04,6.85,83.7,1.19,73.9,7.56,26.5,42.5,3.11,22
771,LM_0364,8,P4bSMQ,b,P4,81.9094404100812,532467.532467532,NA,E88,SWISS,4.01653333333333,493.723185018014,pos,UNI:E88,CLS,451.765267932286,Spleen,15.3,14.7,28.1,1.92,13.6,50.6,1.01,39.2,4.06,15.4,37.6,9.08,20.2
791,LM_0365,8,P4aONQ,a,P4,97.972972972973,0,UNI,NA,SWISS,NA,NA,NA,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,LM_0365,8,P4bGXY,b,P4,77.9348311263205,0,NA,E88,SWISS,1.439,875.6170169286,pos,UNI:E88,CLS,704.590664037918,mLN,28.3,16.7,45.1,5.68,7.26,70.2,1.45,47.7,5.79,25.9,62.7,2.7,14.5
793,LM_0365,8,P4bGXY,b,P4,77.9348311263205,0,NA,E88,SWISS,1.439,875.6170169286,pos,UNI:E88,CLS,704.590664037918,Spleen,29.3,28.7,19.5,1.25,16.9,55,2.35,2.31,2.45,22.2,26.4,10.3,22
794,LM_0365,8,P4bGXY,b,P4,77.9348311263205,0,NA,E88,SWISS,1.439,875.6170169286,pos,UNI:E88,CLS,704.590664037918,mLN,28.3,16.7,45.1,5.68,7.26,70.2,1.45,47.7,5.79,25.9,62.7,2.7,14.5
795,LM_0365,8,P4bGXY,b,P4,77.9348311263205,0,NA,E88,SWISS,1.439,875.6170169286,pos,UNI:E88,CLS,704.590664037918,Spleen,29.3,28.7,19.5,1.25,16.9,55,2.35,2.31,2.45,22.2,26.4,10.3,22
815,LM_0366,8,P4aUAE,a,P4,95.0727650727651,0,UNI,NA,SWISS,NA,NA,NA,UNI:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,LM_0366,8,P4bDXC,b,P4,NA,NA,NA,E64,SWISS,NA,NA,NA,UNI:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,LM_0367,8,P4aHQG,a,P4,93.7701612903226,0,UNI,NA,SWISS,NA,NA,NA,UNI:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,LM_0367,8,P4bXOQ,b,P4,95.9835221421215,0,NA,UNI,SWISS,-7.04906666666666,651.114694297031,neg,UNI:UNI,CLS,635.818706315941,Spleen,21.2,18.2,14.9,2.22,7.11,12.2,0.79,12.1,5.17,22.9,7.81,5.55,34.2
838,LM_0367,8,P4bXOQ,b,P4,95.9835221421215,0,NA,UNI,SWISS,-7.04906666666666,651.114694297031,neg,UNI:UNI,CLS,635.818706315941,mLN,45.4,16.1,6.48,3.43,3.26,12.6,1,9.2,11.5,7.37,8.52,1.11,20.1
839,LM_0367,8,P4bXOQ,b,P4,95.9835221421215,0,NA,UNI,SWISS,-7.04906666666666,651.114694297031,neg,UNI:UNI,CLS,635.818706315941,Spleen,21.2,18.2,14.9,2.22,7.11,12.2,0.79,12.1,5.17,22.9,7.81,5.55,34.2
840,LM_0367,8,P4bXOQ,b,P4,95.9835221421215,0,NA,UNI,SWISS,-7.04906666666666,651.114694297031,neg,UNI:UNI,CLS,635.818706315941,mLN,45.4,16.1,6.48,3.43,3.26,12.6,1,9.2,11.5,7.37,8.52,1.11,20.1
19,LM_0332,9,P3aYJG,a,P3,81.5359477124183,242187.5,Eflab,E88,SWISS,NA,NA,NA,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,LM_0333,9,P3aPFK,a,P3,86.9070208728653,76470.5882352941,Eflab,E64,SWISS,NA,NA,NA,Eflab:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
